Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GFP_1 Spectral Count	GFP_2 Spectral Count	P8E2_1 Spectral Count	P8E2_2 Spectral Count	P8E2_T338I_1 Spectral Count	P8E2_T338I_2 Spectral Count	P8E2_T338M_1 Spectral Count	P8E2_T338M_2 Spectral Count	WT_1 Spectral Count	WT_2 Spectral Count	WT_T338I_1 Spectral Count	WT_T338I_2 Spectral Count	WT_T338M_1 Spectral Count	WT_T338M_2 Spectral Count	GFP_1 Unique Spectral Count	GFP_2 Unique Spectral Count	P8E2_1 Unique Spectral Count	P8E2_2 Unique Spectral Count	P8E2_T338I_1 Unique Spectral Count	P8E2_T338I_2 Unique Spectral Count	P8E2_T338M_1 Unique Spectral Count	P8E2_T338M_2 Unique Spectral Count	WT_1 Unique Spectral Count	WT_2 Unique Spectral Count	WT_T338I_1 Unique Spectral Count	WT_T338I_2 Unique Spectral Count	WT_T338M_1 Unique Spectral Count	WT_T338M_2 Unique Spectral Count	GFP_1 Total Spectral Count	GFP_2 Total Spectral Count	P8E2_1 Total Spectral Count	P8E2_2 Total Spectral Count	P8E2_T338I_1 Total Spectral Count	P8E2_T338I_2 Total Spectral Count	P8E2_T338M_1 Total Spectral Count	P8E2_T338M_2 Total Spectral Count	WT_1 Total Spectral Count	WT_2 Total Spectral Count	WT_T338I_1 Total Spectral Count	WT_T338I_2 Total Spectral Count	WT_T338M_1 Total Spectral Count	WT_T338M_2 Total Spectral Count	GFP_1 Intensity	GFP_2 Intensity	P8E2_1 Intensity	P8E2_2 Intensity	P8E2_T338I_1 Intensity	P8E2_T338I_2 Intensity	P8E2_T338M_1 Intensity	P8E2_T338M_2 Intensity	WT_1 Intensity	WT_2 Intensity	WT_T338I_1 Intensity	WT_T338I_2 Intensity	WT_T338M_1 Intensity	WT_T338M_2 Intensity	GFP_1 MaxLFQ Intensity	GFP_2 MaxLFQ Intensity	P8E2_1 MaxLFQ Intensity	P8E2_2 MaxLFQ Intensity	P8E2_T338I_1 MaxLFQ Intensity	P8E2_T338I_2 MaxLFQ Intensity	P8E2_T338M_1 MaxLFQ Intensity	P8E2_T338M_2 MaxLFQ Intensity	WT_1 MaxLFQ Intensity	WT_2 MaxLFQ Intensity	WT_T338I_1 MaxLFQ Intensity	WT_T338I_2 MaxLFQ Intensity	WT_T338M_1 MaxLFQ Intensity	WT_T338M_2 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9BYN0|SRXN1_HUMAN	Q9BYN0	SRXN1_HUMAN	SRXN1	137	Homo sapiens	1:Experimental evidence at protein level	Sulfiredoxin-1	1.0	0.999	2	8	8	8	0	0	0	0	0	0	2	0	0	0	0	1	3	2	0	0	0	0	0	0	2	0	0	0	0	1	3	2	0	0	0	0	0	0	2	0	0	0	0	1	3	2	0.0	0.0	0.0	0.0	13137.961	0.0	133160.14	0.0	0.0	139634.45	111990.18	138368.94	41022.11	65834.14	0.0	0.0	0.0	0.0	41573.336	0.0	91081.61	0.0	0.0	129935.43	104211.33	128757.82	29648.996	61261.293	
sp|Q9BYN8|RT26_HUMAN	Q9BYN8	RT26_HUMAN	MRPS26	205	Homo sapiens	1:Experimental evidence at protein level	28S ribosomal protein S26, mitochondrial	0.978	0.999	1	8	8	8	2	0	2	0	0	0	0	0	3	1	0	0	0	0	2	0	2	0	0	0	0	0	3	1	0	0	0	0	2	0	2	0	0	0	0	0	3	1	0	0	0	0	12056.864	0.0	20633.678	0.0	0.0	0.0	0.0	0.0	26114.375	0.0	12962.849	0.0	0.0	0.0	12056.864	0.0	20633.678	0.0	0.0	0.0	0.0	0.0	26114.375	0.0	12962.849	0.0	0.0	0.0	
sp|Q9BYP7|WNK3_HUMAN	Q9BYP7	WNK3_HUMAN	WNK3	1800	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase WNK3	1.0	0.999	6	70	70	70	7	4	4	5	5	5	6	5	3	6	3	8	3	6	7	4	4	5	5	5	6	5	3	6	3	8	3	6	7	4	4	5	5	5	6	5	3	6	3	8	3	6	197778.05	206068.94	180865.69	239588.72	217197.72	222874.98	182691.31	157344.88	230107.47	177163.81	95850.016	290321.8	40287.625	147104.02	111473.95	92598.164	80712.805	93380.555	106733.56	125864.01	89312.26	96602.76	94455.09	120079.41	95216.67	112745.195	68857.875	102552.37	
sp|Q9BYT3|STK33_HUMAN	Q9BYT3	STK33_HUMAN	STK33	514	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase 33	1.0	0.999	2	29	29	29	3	0	3	4	4	0	6	1	2	0	1	0	5	0	3	0	3	4	4	0	6	1	2	0	1	0	5	0	3	0	3	4	4	0	6	1	2	0	1	0	5	0	366992.84	0.0	129359.42	146023.56	184126.3	0.0	170824.47	12755.726	16086.147	13001.961	69635.11	0.0	109657.484	4317.718	135700.84	0.0	48354.766	53233.35	70127.84	0.0	64181.39	11987.92	15117.873	17452.11	26252.611	0.0	70288.59	5296.2886	
sp|Q9BYT8|NEUL_HUMAN	Q9BYT8	NEUL_HUMAN	NLN	704	Homo sapiens	1:Experimental evidence at protein level	Neurolysin, mitochondrial	0.993	0.9978	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7882.3853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BYV8|CEP41_HUMAN	Q9BYV8	CEP41_HUMAN	CEP41	373	Homo sapiens	1:Experimental evidence at protein level	Centrosomal protein of 41 kDa	1.0	0.999	6	75	75	75	4	4	2	4	5	4	6	5	4	4	9	6	14	4	4	4	2	4	5	4	6	5	4	4	9	6	14	4	4	4	2	4	5	4	6	5	4	4	9	6	14	4	63273.984	98298.74	56985.89	159690.33	127655.945	120511.28	239163.36	92770.984	80437.56	126556.53	140407.56	109875.46	368953.25	111358.93	45805.996	64267.258	41112.617	65017.066	41849.78	74646.164	42348.926	66491.125	58208.5	86015.83	59821.863	79094.46	59528.94	81280.51	
sp|Q9BYV9|BACH2_HUMAN	Q9BYV9	BACH2_HUMAN	BACH2	841	Homo sapiens	1:Experimental evidence at protein level	Transcription regulator protein BACH2	0.978	0.999	1	13	13	13	5	0	2	0	2	0	2	0	0	0	1	0	1	0	5	0	2	0	2	0	2	0	0	0	1	0	1	0	5	0	2	0	2	0	2	0	0	0	1	0	1	0	41681.8	0.0	28787.188	0.0	37333.2	0.0	34191.895	0.0	0.0	0.0	15890.095	0.0	31658.455	0.0	41681.8	0.0	28787.188	0.0	37333.2	0.0	34191.895	0.0	0.0	0.0	15890.095	0.0	31658.455	0.0	
sp|Q9BYW2|SETD2_HUMAN	Q9BYW2	SETD2_HUMAN	SETD2	2564	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase SETD2	1.0	0.999	30	849	849	849	69	28	64	51	96	62	80	52	52	42	62	50	83	58	69	28	64	51	96	62	80	52	52	42	62	50	83	58	69	28	64	51	96	62	80	52	52	42	62	50	83	58	2488958.0	1475676.6	2719880.8	2580490.5	3991000.5	3040143.2	3869297.8	2464788.2	2299610.2	2272590.2	2755368.0	2820741.8	3741614.0	2530946.5	395142.3	286475.97	291924.22	282597.5	415381.4	340062.78	380287.44	320326.0	267389.22	308453.06	349673.75	347414.7	390083.34	343494.28	
sp|Q9BYX2|TBD2A_HUMAN	Q9BYX2	TBD2A_HUMAN	TBC1D2	928	Homo sapiens	1:Experimental evidence at protein level	TBC1 domain family member 2A	0.9762	0.9989	1	3	3	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	24744.68	0.0	16589.09	0.0	18364.424	0.0	13776.852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24744.68	0.0	16589.09	0.0	18364.424	0.0	13776.852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZ23|PANK2_HUMAN	Q9BZ23	PANK2_HUMAN	PANK2	570	Homo sapiens	1:Experimental evidence at protein level	Pantothenate kinase 2, mitochondrial	1.0	0.999	5	115	115	115	8	10	7	10	6	10	9	10	4	11	5	11	4	10	8	10	7	10	6	10	9	10	4	11	5	11	4	10	8	10	7	10	6	10	9	10	4	11	5	11	4	10	223216.86	461567.56	285607.5	677604.25	290291.53	718911.06	324138.3	440726.25	259867.6	570707.7	223106.61	636983.5	320011.47	493093.1	88574.71	239632.3	94073.21	269213.62	115587.77	324628.16	91668.9	221216.44	103791.99	300118.66	93707.55	282262.38	112302.63	255943.42	
sp|Q9BZ68|FR8P1_HUMAN	Q9BZ68	FR8P1_HUMAN	FRMD8P1	369	Homo sapiens	5:Protein uncertain	Putative FERM domain-containing protein FRMD8P1	1.0	0.999	2	12	1	12	2	1	0	1	1	2	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	2	1	1	0	2	0	1	0	0	98858.63	49127.473	0.0	25681.479	56019.61	62439.625	36958.887	42035.688	10934.982	65391.805	11311.879	48570.03	6467.4	42124.875	25150.982	25738.363	0.0	26811.084	20164.553	33865.203	12913.093	21683.357	11866.602	35248.336	11701.263	25183.576	6751.8696	22361.793	
sp|Q9BZ95|NSD3_HUMAN	Q9BZ95	NSD3_HUMAN	NSD3	1437	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase NSD3	1.0	0.999	15	139	139	139	9	3	7	6	12	6	18	14	4	5	6	11	18	20	9	3	7	6	12	6	18	14	4	5	6	11	18	20	9	3	7	6	12	6	18	14	4	5	6	11	18	20	322479.25	149346.25	312943.7	311294.6	547793.9	538233.4	662757.2	611966.75	302697.0	361220.03	497132.03	595600.25	757223.94	625152.75	53951.5	60937.355	61694.49	52920.668	80778.086	75834.75	71404.05	77964.445	56116.855	80096.4	72425.47	70302.914	76013.93	71289.23	
sp|Q9BZC7|ABCA2_HUMAN	Q9BZC7	ABCA2_HUMAN	ABCA2	2435	Homo sapiens	1:Experimental evidence at protein level	ATP-binding cassette sub-family A member 2	0.9969	0.9988	2	5	5	5	1	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	1	8909.687	0.0	63287.75	56934.613	198794.97	179472.08	262994.0	190844.39	64121.32	90045.35	119917.97	100635.805	143772.08	107145.58	0.0	0.0	63287.75	56934.613	198794.97	179472.08	262994.0	190844.39	64121.32	90045.35	119917.97	100635.805	143772.08	107145.58	
sp|Q9BZE1|RM37_HUMAN	Q9BZE1	RM37_HUMAN	MRPL37	423	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L37, mitochondrial	0.978	0.999	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZE2|PUS3_HUMAN	Q9BZE2	PUS3_HUMAN	PUS3	481	Homo sapiens	1:Experimental evidence at protein level	tRNA pseudouridine(38/39) synthase	0.9991	0.997	2	3	3	3	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	12181.827	16842.854	0.0	0.0	14691.848	12346.843	18915.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12181.827	16842.854	0.0	0.0	14691.848	12346.843	18915.248	0.0	
sp|Q9BZE4|GTPB4_HUMAN	Q9BZE4	GTPB4_HUMAN	GTPBP4	634	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 4	1.0	0.999	13	343	343	343	5	2	10	6	28	22	49	38	20	17	32	24	50	40	5	2	10	6	28	22	49	38	20	17	32	24	50	40	5	2	10	6	28	22	49	38	20	17	32	24	50	40	227329.53	26180.877	286271.8	101210.375	1300801.5	718973.8	2536801.0	1647558.5	626828.5	610569.1	1608611.8	1027034.25	3239271.8	1688578.9	248949.33	248226.33	81220.13	39344.918	193590.9	204074.81	352409.56	340019.38	155976.3	165361.6	355497.56	280941.22	504694.25	384458.53	
sp|Q9BZE9|ASPC1_HUMAN	Q9BZE9	ASPC1_HUMAN	ASPSCR1	553	Homo sapiens	1:Experimental evidence at protein level	Tether containing UBX domain for GLUT4	1.0	0.999	3	48	48	48	3	0	0	2	4	2	5	4	2	6	4	5	7	4	3	0	0	2	4	2	5	4	2	6	4	5	7	4	3	0	0	2	4	2	5	4	2	6	4	5	7	4	66530.945	11717.136	50611.656	37257.67	188244.55	74699.99	213292.55	132168.38	83044.78	208971.56	141494.77	159171.86	249239.52	147067.56	100470.45	17694.412	36837.56	56263.97	79304.1	38074.39	105705.336	77538.53	60218.152	96241.305	82982.84	63508.06	62237.992	75874.836	
sp|Q9BZF1|OSBL8_HUMAN	Q9BZF1	OSBL8_HUMAN	OSBPL8	889	Homo sapiens	1:Experimental evidence at protein level	Oxysterol-binding protein-related protein 8	1.0	0.999	6	106	106	106	29	5	10	6	8	3	13	2	3	3	4	2	14	4	29	5	10	6	8	3	13	2	3	3	4	2	14	4	29	5	10	6	8	3	13	2	3	3	4	2	14	4	1735716.8	102016.11	1000629.94	296956.62	1852602.4	133446.9	1586456.6	100400.625	201156.2	198181.98	140749.16	137249.28	1304819.8	65906.03	232616.56	83681.38	185711.95	134117.28	207665.25	112053.34	192500.23	79086.03	113580.305	112426.734	123214.2	107617.26	134442.0	112858.836	
sp|Q9BZF3|OSBL6_HUMAN	Q9BZF3	OSBL6_HUMAN	OSBPL6	934	Homo sapiens	1:Experimental evidence at protein level	Oxysterol-binding protein-related protein 6	1.0	0.999	2	67	67	67	4	6	5	4	6	5	4	5	4	4	4	5	6	5	4	6	5	4	6	5	4	5	4	4	4	5	6	5	4	6	5	4	6	5	4	5	4	4	4	5	6	5	149104.08	473566.12	201150.81	743448.8	267222.0	410276.25	258187.94	354992.94	216493.86	385627.56	293687.97	367457.06	198809.4	363389.06	82909.266	149204.23	112705.484	182838.5	148772.17	229885.88	144573.58	198737.5	121418.31	214564.17	164707.58	203731.31	111183.78	203281.14	
sp|Q9BZF9|UACA_HUMAN	Q9BZF9	UACA_HUMAN	UACA	1416	Homo sapiens	1:Experimental evidence at protein level	Uveal autoantigen with coiled-coil domains and ankyrin repeats	1.0	0.999	2	12	12	12	0	0	0	0	0	0	2	3	1	0	0	0	3	3	0	0	0	0	0	0	2	3	1	0	0	0	3	3	0	0	0	0	0	0	2	3	1	0	0	0	3	3	0.0	0.0	0.0	0.0	0.0	0.0	133660.25	13843.411	0.0	0.0	11561.475	8628.558	228718.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41680.227	26224.418	0.0	0.0	21901.605	16345.603	74607.74	0.0	
sp|Q9BZG1|RAB34_HUMAN	Q9BZG1	RAB34_HUMAN	RAB34	259	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-34	0.978	0.999	1	4	4	4	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0.0	0.0	0.0	0.0	5113.5444	0.0	20703.62	13617.142	0.0	0.0	0.0	0.0	22145.6	16423.621	0.0	0.0	0.0	0.0	5113.5444	0.0	20703.62	13617.142	0.0	0.0	0.0	0.0	22145.6	16423.621	
sp|Q9BZG8|DPH1_HUMAN	Q9BZG8	DPH1_HUMAN	DPH1	443	Homo sapiens	1:Experimental evidence at protein level	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	0.978	0.999	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	6064.978	0.0	0.0	0.0	0.0	0.0	20034.906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6064.978	0.0	0.0	0.0	0.0	0.0	20034.906	0.0	
sp|Q9BZH6|WDR11_HUMAN	Q9BZH6	WDR11_HUMAN	WDR11	1224	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 11	1.0	0.999	2	20	20	20	1	0	2	2	2	1	2	1	0	0	0	0	4	5	1	0	2	2	2	1	2	1	0	0	0	0	4	5	1	0	2	2	2	1	2	1	0	0	0	0	4	5	60464.082	21235.033	32082.361	30711.602	59169.637	50364.43	58117.53	64025.355	27238.293	54504.74	73402.14	47342.574	66935.52	63291.414	31932.07	22868.594	32302.627	30922.455	22663.979	26606.38	26739.52	23438.229	27425.3	28733.438	29138.088	31425.512	29375.016	38538.816	
sp|Q9BZI7|REN3B_HUMAN	Q9BZI7	REN3B_HUMAN	UPF3B	483	Homo sapiens	1:Experimental evidence at protein level	Regulator of nonsense transcripts 3B	1.0	0.999	9	134	134	134	7	6	7	5	16	10	19	11	5	7	9	7	13	12	7	6	7	5	16	10	19	11	5	7	9	7	13	12	7	6	7	5	16	10	19	11	5	7	9	7	13	12	82191.234	1311424.8	249389.89	1160987.0	791998.25	1508849.6	365748.4	1938494.2	1582653.9	2189879.8	235376.08	1479871.0	341393.44	2098791.5	434294.66	512015.78	435738.88	378851.22	379968.5	427894.53	351283.22	391722.2	349278.66	466870.94	530254.8	410501.66	463215.22	459058.34	
sp|Q9BZJ0|CRNL1_HUMAN	Q9BZJ0	CRNL1_HUMAN	CRNKL1	848	Homo sapiens	1:Experimental evidence at protein level	Crooked neck-like protein 1	1.0	0.999	13	179	179	179	4	1	3	4	9	8	27	19	7	7	14	10	37	29	4	1	3	4	9	8	27	19	7	7	14	10	37	29	4	1	3	4	9	8	27	19	7	7	14	10	37	29	53381.26	61464.613	56186.47	62372.19	207636.31	139293.4	624601.1	558195.7	202378.78	148986.44	460446.1	404646.38	954450.94	781939.25	53618.15	61737.37	56435.8	62648.977	64326.734	65733.07	153959.55	149340.34	52661.3	71493.82	123905.69	108790.68	215304.2	197176.89	
sp|Q9BZL1|UBL5_HUMAN	Q9BZL1	UBL5_HUMAN	UBL5	73	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like protein 5	1.0	0.999	2	23	23	23	2	1	1	3	2	2	2	3	1	0	1	1	3	1	2	1	1	3	2	2	2	3	1	0	1	1	3	1	2	1	1	3	2	2	2	3	1	0	1	1	3	1	35971.19	26778.422	50709.93	34057.965	37749.656	44472.22	63216.36	51454.473	78563.516	39096.438	72494.68	77318.586	46769.086	56031.47	35971.19	26778.422	50709.93	34057.965	37749.656	44472.22	43501.39	51454.473	51592.65	39096.438	48912.633	49508.57	46769.086	34665.062	
sp|Q9BZL4|PP12C_HUMAN	Q9BZL4	PP12C_HUMAN	PPP1R12C	782	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 12C	1.0	0.999	8	241	241	241	18	16	17	24	17	14	15	18	17	13	18	16	19	19	18	16	17	24	17	14	15	18	17	13	18	16	19	19	18	16	17	24	17	14	15	18	17	13	18	16	19	19	384997.8	519892.4	419670.16	754574.4	465265.06	377044.7	429581.25	448556.6	472431.28	490522.22	424267.22	548518.06	473060.8	569045.25	94884.99	136632.42	106780.65	165222.67	111743.01	122972.22	104920.12	132991.16	108639.96	129965.125	130514.54	142577.56	112280.56	140549.16	
sp|Q9BZL6|KPCD2_HUMAN	Q9BZL6	KPCD2_HUMAN	PRKD2	878	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase D2	1.0	0.999	6	42	41	42	2	1	1	7	2	6	3	4	0	3	1	5	5	2	2	1	1	7	2	6	2	4	0	3	1	5	5	2	2	1	1	7	2	6	3	4	0	3	1	5	5	2	37022.207	168986.02	46790.547	381563.75	247096.8	315969.06	157330.42	262813.6	46280.152	370963.44	43022.34	286554.4	237109.11	232891.47	45403.273	46042.875	43132.363	86074.48	78988.87	102696.79	57971.945	74593.16	56757.023	95593.14	52761.71	79182.41	67501.02	71998.62	
sp|Q9BZR9|TRIM8_HUMAN	Q9BZR9	TRIM8_HUMAN	TRIM8	551	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIM8	0.9999	0.999	1	3	3	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	27306.035	315968.7	16838.459	0.0	0.0	0.0	0.0	377100.22	296784.25	578061.8	0.0	0.0	0.0	0.0	13650.757	315968.7	17148.566	0.0	0.0	0.0	0.0	377100.22	296784.25	578061.8	0.0	0.0	0.0	
sp|Q9BZV1|UBXN6_HUMAN	Q9BZV1	UBXN6_HUMAN	UBXN6	441	Homo sapiens	1:Experimental evidence at protein level	UBX domain-containing protein 6	1.0	0.999	3	28	28	28	3	0	1	0	3	0	8	0	0	0	0	1	10	2	3	0	1	0	3	0	8	0	0	0	0	1	10	2	3	0	1	0	3	0	8	0	0	0	0	1	10	2	31684.143	0.0	18196.543	0.0	29318.314	0.0	100954.33	20979.916	0.0	13279.448	15935.823	22688.6	125164.75	35732.082	36316.07	0.0	20856.709	0.0	14234.834	0.0	21425.549	24237.121	0.0	15341.129	18409.916	26211.084	26550.277	41279.613	
sp|Q9BZX2|UCK2_HUMAN	Q9BZX2	UCK2_HUMAN	UCK2	261	Homo sapiens	1:Experimental evidence at protein level	Uridine-cytidine kinase 2	1.0	0.999	4	43	43	55	0	0	0	0	5	6	5	10	0	0	0	2	5	10	0	0	0	0	5	6	5	10	0	0	0	2	5	10	0	0	0	0	5	6	8	13	0	0	0	3	8	12	0.0	0.0	0.0	0.0	9703.46	25570.29	31596.205	40891.133	0.0	0.0	0.0	15516.199	25637.648	25399.293	0.0	0.0	0.0	0.0	11166.848	29426.57	23221.8	47057.965	0.0	0.0	0.0	17856.21	9277.037	29229.785	
sp|Q9BZZ5|API5_HUMAN	Q9BZZ5	API5_HUMAN	API5	524	Homo sapiens	1:Experimental evidence at protein level	Apoptosis inhibitor 5	1.0	0.999	11	601	601	601	35	23	32	24	55	47	55	48	40	32	41	52	69	48	35	23	32	24	55	47	55	48	40	32	41	52	69	48	35	23	32	24	55	47	55	48	40	32	41	52	69	48	5933595.5	9807910.0	1.0596402E7	6695679.5	8288016.0	7460158.0	9896827.0	7661769.0	9634802.0	9471593.0	1.290978E7	8860879.0	8245903.0	7507012.0	2530017.0	3860062.2	3051970.0	2615693.0	3273744.5	3149654.8	3014614.5	3016609.5	3507271.8	3722951.5	3745151.5	3475553.0	3289733.2	3098028.0	
sp|Q9C005|DPY30_HUMAN	Q9C005	DPY30_HUMAN	DPY30	99	Homo sapiens	1:Experimental evidence at protein level	Protein dpy-30 homolog	1.0	0.999	2	66	66	66	0	0	0	0	13	0	19	2	2	4	2	3	17	4	0	0	0	0	13	0	19	2	2	4	2	3	17	4	0	0	0	0	13	0	19	2	2	4	2	3	17	4	0.0	0.0	0.0	0.0	367599.12	29059.34	286213.4	35874.438	38180.203	45825.543	64859.344	91929.13	253966.38	76511.63	0.0	0.0	0.0	0.0	32460.607	39093.438	62791.258	48261.77	51363.707	61648.96	87255.07	123671.98	67330.21	102930.86	
sp|Q9C026|TRIM9_HUMAN	Q9C026	TRIM9_HUMAN	TRIM9	710	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIM9	1.0	0.999	2	64	64	64	5	5	5	6	7	7	3	5	3	5	4	2	4	3	5	5	5	6	7	7	3	5	3	5	4	2	4	3	5	5	5	6	7	7	3	5	3	5	4	2	4	3	225048.62	125850.95	267825.25	362867.88	275596.0	241040.06	299120.12	100176.56	169809.69	235961.19	174774.25	133397.28	188063.72	157185.92	87248.49	45500.875	66942.086	102793.99	85128.23	83367.09	107151.01	56696.055	65432.656	66339.96	49423.65	49770.465	53032.168	61671.137	
sp|Q9C035|TRIM5_HUMAN	Q9C035	TRIM5_HUMAN	TRIM5	493	Homo sapiens	1:Experimental evidence at protein level	Tripartite motif-containing protein 5	1.0	0.999	2	23	23	23	0	0	2	0	2	3	3	3	2	0	2	1	2	3	0	0	2	0	2	3	3	3	2	0	2	1	2	3	0	0	2	0	2	3	3	3	2	0	2	1	2	3	0.0	26268.031	41557.508	27400.578	49396.15	55062.04	30127.799	40232.523	46314.195	30246.73	35881.152	36281.805	24515.982	44411.477	0.0	28216.479	22690.766	12774.77	26922.67	30110.057	33381.32	21932.178	25364.242	32490.3	39755.984	19654.586	27163.48	24216.516	
sp|Q9C040|TRIM2_HUMAN	Q9C040	TRIM2_HUMAN	TRIM2	744	Homo sapiens	1:Experimental evidence at protein level	Tripartite motif-containing protein 2	1.0	0.999	5	49	49	49	8	2	2	6	2	2	3	5	4	3	5	2	3	2	8	2	2	6	2	2	3	5	4	3	5	2	3	2	8	2	2	6	2	2	3	5	4	3	5	2	3	2	189393.8	291958.5	87734.664	190434.19	67585.54	148498.19	192409.28	188922.72	118968.66	241756.72	142644.03	190175.61	120959.09	212269.94	83753.27	93836.055	90737.88	94119.87	69899.04	87921.195	76179.48	75704.22	62909.246	90399.336	58153.17	77365.7	63072.906	76579.65	
sp|Q9C073|F117A_HUMAN	Q9C073	F117A_HUMAN	FAM117A	453	Homo sapiens	1:Experimental evidence at protein level	Protein FAM117A	1.0	0.999	3	45	45	45	3	5	3	6	4	6	2	4	1	2	1	3	2	3	3	5	3	6	4	6	2	4	1	2	1	3	2	3	3	5	3	6	4	6	2	4	1	2	1	3	2	3	1157979.0	1373184.2	1278144.2	887828.7	642805.44	682054.9	547699.56	582983.9	676009.94	684727.1	110138.87	667833.44	581241.94	634137.44	360563.7	548142.94	462981.44	538575.5	408090.88	549564.1	299726.12	480732.06	504121.47	618994.06	479043.9	547732.25	421966.2	501565.84	
sp|Q9C086|IN80B_HUMAN	Q9C086	IN80B_HUMAN	INO80B	356	Homo sapiens	1:Experimental evidence at protein level	INO80 complex subunit B	1.0	0.999	2	70	70	70	12	2	8	2	11	3	8	2	3	2	5	2	8	2	12	2	8	2	11	3	8	2	3	2	5	2	8	2	12	2	8	2	11	3	8	2	3	2	5	2	8	2	229815.92	50202.117	155660.44	69220.39	157678.9	109126.19	176841.14	44930.574	141781.9	54118.53	112571.97	42502.633	132569.62	38185.793	72127.25	25772.732	46942.996	43138.773	67865.484	59039.875	81540.89	45601.6	55758.69	54926.78	73351.08	43137.402	55419.086	38756.09	
sp|Q9C091|GRB1L_HUMAN	Q9C091	GRB1L_HUMAN	GREB1L	1923	Homo sapiens	1:Experimental evidence at protein level	GREB1-like protein	0.9998	0.9987	3	6	6	6	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0.0	0.0	0.0	0.0	42015.707	18372.969	26590.479	20349.293	0.0	0.0	17639.455	0.0	34196.22	22896.748	0.0	0.0	0.0	0.0	27561.959	18372.969	26590.479	20349.293	0.0	0.0	17639.455	0.0	34196.22	22896.748	
